,base,cf,cont,delim,epos,extent,form,gdl,gw,id_text,id_word,label,lang,morph,norm,norm0,pos,scope,sense,state,lemma,id_line
610,a-ga,aga,, ,N,,a-ga-bi-še₃,"[{'v': 'a', 'id': 'P357170.120.8.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.120.8.1', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.120.8.2', 'delim': '-'}, {'v': 'še₃', 'id': 'P357170.120.8.3'}]",rear,niektest/P357170,P357170.120.8,r 115,sux,"~,bi.eše",,"aga,bi.eše",N,,a-building-or-a-part-of-a-building,,aga[rear]N,120
611,gi₄-gi₄,gi,,,V/i,,mu-e-gi₄-gi₄,"[{'v': 'mu', 'id': 'P357170.120.9.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.120.9.1', 'delim': '-'}, {'v': 'gi₄', 'id': 'P357170.120.9.2', 'delim': '-'}, {'v': 'gi₄', 'id': 'P357170.120.9.3'}]",turn,niektest/P357170,P357170.120.9,r 115,sux,mu.e:~,,mu.e:gi,V/i,,turn,,gi[turn]V/i,120
612,inim,inim,, ,N,,inim,"[{'v': 'inim', 'id': 'P357170.121.1.0'}]",word,niektest/P357170,P357170.121.1,r 116,sux,~,,inim,N,,word,,inim[word]N,121
613,dug₃,dug,-ga=g.a, ,V/i,,dug₃-ga,"[{'v': 'dug₃', 'id': 'P357170.121.2.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.121.2.1'}]",good,niektest/P357170,P357170.121.2,r 116,sux,~;a,,dug;a,V/i,,good,,dug[good]V/i,121
614,niŋ₂,niŋ,, ,N,,niŋ₂,"[{'v': 'niŋ₂', 'id': 'P357170.121.3.0'}]",thing,niektest/P357170,P357170.121.3,r 116,sux,~,,niŋ,N,,thing,,niŋ[thing]N,121
615,lal₃,lal,, ,N,,lal₃-gin₇,"[{'v': 'lal₃', 'id': 'P357170.121.4.0', 'delim': '-'}, {'v': 'gin₇', 'id': 'P357170.121.4.1'}]",syrup,niektest/P357170,P357170.121.4,r 116,sux,"~,gin",,"lal,gin",N,,honey,,lal[syrup]N,121
616,rib,rib,-ba=b.a, ,V/i,,rib-ba,"[{'v': 'rib', 'id': 'P357170.121.5.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.121.5.1'}]",surpassing,niektest/P357170,P357170.121.5,r 116,sux,~;a,,rib;a,V/i,,(to-be)-surpassing-outstanding,,rib[surpassing]V/i,121
617,saŋ,saŋ,, ,N,,saŋ-e-eš,"[{'v': 'saŋ', 'id': 'P357170.121.6.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.121.6.1', 'delim': '-'}, {'v': 'eš', 'id': 'P357170.121.6.2'}]",head,niektest/P357170,P357170.121.6,r 116,sux,"~,eše",,"saŋ,eše",N,,head,,saŋ[head]N,121
618,rig₇,rig,,,V/t,,mu-ni-rig₇,"[{'v': 'mu', 'id': 'P357170.121.7.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.121.7.1', 'delim': '-'}, {'v': 'rig₇', 'id': 'P357170.121.7.2'}]",donate,niektest/P357170,P357170.121.7,r 116,sux,mu.ni:~,,mu.ni:rig,V/t,,donate,,rig[donate]V/t,121
619,e₂-gal,egal,-la=l.a, ,N,,e₂-gal-la,"[{'v': 'e₂', 'id': 'P357170.122.1.0', 'delim': '-'}, {'v': 'gal', 'id': 'P357170.122.1.1', 'delim': '-'}, {'v': 'la', 'id': 'P357170.122.1.2'}]",palace,niektest/P357170,P357170.122.1,r 117,sux,"~,ak",,"egal,ak",N,,palace,,egal[palace]N,122
620,gu₂,gu,, ,N,,gu₂,"[{'v': 'gu₂', 'id': 'P357170.122.2.0'}]",neck,niektest/P357170,P357170.122.2,r 117,sux,~,,gu,N,,neck,,gu[neck]N,122
621,zig₃,zig,, ,V/t,,mu-na-zig₃,"[{'v': 'mu', 'id': 'P357170.122.3.0', 'delim': '-'}, {'v': 'na', 'id': 'P357170.122.3.1', 'delim': '-'}, {'v': 'zig₃', 'id': 'P357170.122.3.2'}]",rise,niektest/P357170,P357170.122.3,r 117,sux,mu.na:~,,mu.na:zig,V/t,,rise,,zig[rise]V/t,122
622,gaba-gi₄,gabagi,, ,N,,gaba-gi₄,"[{'v': 'gaba', 'id': 'P357170.122.4.0', 'delim': '-'}, {'v': 'gi₄', 'id': 'P357170.122.4.1'}]",opponent,niektest/P357170,P357170.122.4,r 117,sux,~,,gabagi,N,,opponent,,gabagi[opponent]N,122
623,tuku,tuku,,,V/t,,nu-mu-ni-in-tuku,"[{'v': 'nu', 'id': 'P357170.122.5.0', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.122.5.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.122.5.2', 'delim': '-'}, {'v': 'in', 'id': 'P357170.122.5.3', 'delim': '-'}, {'v': 'tuku', 'id': 'P357170.122.5.4', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",acquire,niektest/P357170,P357170.122.5,r 117,sux,nu.mu.ni.n:~,,nu.mu.ni.n:tuku,V/t,,acquire,,tuku[acquire]V/t,122
624,dug₄,dug,, ,V/t,,dug₄-ga-ni,"[{'v': 'dug₄', 'id': 'P357170.123.1.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.123.1.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.123.1.2'}]",speak,niektest/P357170,P357170.123.1,r 118,sux,"~;a,ani",,"dug;a,ani",V/t,,to-speak-talk-say,,dug[speak]V/t,123
625,{d}iš-me-{d}da-gan,Išmedagan,-na=n.a, ,RN,,{d}iš-me-{d}da-gan-na,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.123.2.0'}]}, {'v': 'iš', 'id': 'P357170.123.2.1', 'delim': '-'}, {'v': 'me', 'id': 'P357170.123.2.2', 'delim': '-'}, {'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.123.2.3'}]}, {'v': 'da', 'id': 'P357170.123.2.4', 'delim': '-'}, {'v': 'gan', 'id': 'P357170.123.2.5', 'delim': '-'}, {'v': 'na', 'id': 'P357170.123.2.6'}]",1,niektest/P357170,P357170.123.2,r 118,sux,"~,ak",,"Išmedagan,ak",RN,,1,,Išmedagan[1]RN,123
626,,,, ,,,$NI-le-eš,"[{'s': 'NI', 'id': 'P357170.123.3.0', 'role': 'sign', 'delim': '-'}, {'v': 'le', 'id': 'P357170.123.3.1', 'delim': '-'}, {'v': 'eš', 'id': 'P357170.123.3.2'}]",,niektest/P357170,P357170.123.3,r 118,sux,,,,u,,,,$NI-le-eš[NA]NA,123
627,,,,,,,mu-x,"[{'v': 'mu', 'id': 'P357170.123.4.0', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.123.4.1', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.123.4.1'}]",,niektest/P357170,P357170.123.4,r 118,sux,,,,u,,,,mu-x[NA]NA,123
628,a-ba,aba,, ,QP,,a-ba,"[{'v': 'a', 'id': 'P357170.124.1.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.124.1.1'}]",who?,niektest/P357170,P357170.124.1,r 119,sux,~,,aba,QP,,who?,,aba[who?]QP,124
629,za,zaʾe,, ,IP,,za-gin₇,"[{'v': 'za', 'id': 'P357170.124.2.0', 'delim': '-'}, {'v': 'gin₇', 'id': 'P357170.124.2.1'}]",you,niektest/P357170,P357170.124.2,r 119,sux,"~,gin",,"zaʾe,gin",IP,,you,,zaʾe[you]IP,124
630,lu₂,lu,, ,N,,lu₂,"[{'v': 'lu₂', 'id': 'P357170.124.3.0'}]",person,niektest/P357170,P357170.124.3,r 119,sux,~,,lu,N,,person,,lu[person]N,124
631,til₃,til,, ,V/i,,til₃,"[{'v': 'til₃', 'id': 'P357170.124.4.0'}]",live,niektest/P357170,P357170.124.4,r 119,sux,~,,til,V/i,,live,,til[live]V/i,124
632,lu₂,lu,, ,N,,lu₂,"[{'v': 'lu₂', 'id': 'P357170.124.5.0'}]",person,niektest/P357170,P357170.124.5,r 119,sux,~,,lu,N,,person,,lu[person]N,124
633,u₃-tu,utud,, ,V/t,,u₃-tu,"[{'v': 'u₃', 'id': 'P357170.124.6.0', 'delim': '-'}, {'v': 'tu', 'id': 'P357170.124.6.1'}]",bear,niektest/P357170,P357170.124.6,r 119,sux,~,,utud,V/t,,bear,,utud[bear]V/t,124
634,nam-tag,namtaga,, ,N,,nam-tag,"[{'v': 'nam', 'id': 'P357170.124.7.0', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.124.7.1'}]",sin,niektest/P357170,P357170.124.7,r 119,sux,~,,namtaga,N,,sin,,namtaga[sin]N,124
635,,,, ,,,tuh,"[{'v': 'tuh', 'id': 'P357170.124.8.0', 'breakStart': '1', 'o': '[', 'break': 'missing'}]",,niektest/P357170,P357170.124.8,r 119,sux,,,,X,,,,tuh[NA]NA,124
636,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.124.9.0', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.124.8.0'}]",,niektest/P357170,P357170.124.9,r 119,sux,,,,u,,,,x[NA]NA,124
637,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.125.1.0'}]",hand,niektest/P357170,P357170.125.1,r 120,sux,~,,šu,N,,hand,,šu[hand]N,125
638,ak,ak,, ,V/t,,ak,"[{'v': 'ak', 'id': 'P357170.125.2.0'}]",do,niektest/P357170,P357170.125.2,r 120,sux,~,,ak,V/t,,do,,ak[do]V/t,125
639,ŋidlam₂,ŋidlam,, ,N,,ŋidlam₂,"[{'v': 'ŋidlam₂', 'id': 'P357170.125.3.0'}]",spouse,niektest/P357170,P357170.125.3,r 120,sux,~,,ŋidlam,N,,(equal-ranking)-spouse,,ŋidlam[spouse]N,125
640,ki-aŋ₂,kiʾaŋa,, ,AJ,,ki-aŋ₂-zu,"[{'v': 'ki', 'id': 'P357170.125.4.0', 'delim': '-'}, {'v': 'aŋ₂', 'id': 'P357170.125.4.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.125.4.2'}]",beloved,niektest/P357170,P357170.125.4,r 120,sux,"~,zu",,"kiʾaŋa,zu",AJ,,beloved,,kiʾaŋa[beloved]AJ,125
641,nun,nun,, ,N,,nun,"[{'v': 'nun', 'id': 'P357170.125.5.0'}]",prince,niektest/P357170,P357170.125.5,r 120,sux,~,,nun,N,,prince,,nun[prince]N,125
642,{d}iš-me-{d}da-gan,Išmedagan,, ,RN,,{d}iš-me-{d}da-gan,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.125.6.0'}]}, {'v': 'iš', 'id': 'P357170.125.6.1', 'delim': '-'}, {'v': 'me', 'id': 'P357170.125.6.2', 'delim': '-'}, {'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.125.6.3', 'breakStart': '1', 'o': '[', 'break': 'missing'}]}, {'v': 'da', 'id': 'P357170.125.6.4', 'break': 'missing', 'delim': '-'}, {'v': 'gan', 'id': 'P357170.125.6.5', 'break': 'missing'}]",1,niektest/P357170,P357170.125.6,r 120,sux,~,,Išmedagan,RN,,1,,Išmedagan[1]RN,125
643,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.125.7.0', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.125.6.3'}]",,niektest/P357170,P357170.125.7,r 120,sux,,,,u,,,,x[NA]NA,125
644,an,an,, ,N,,an,"[{'v': 'an', 'id': 'P357170.126.1.0'}]",sky,niektest/P357170,P357170.126.1,r 121,sux,~,,an,N,,sky-heaven,,an[sky]N,126
645,ki,ki,, ,N,,ki,"[{'v': 'ki', 'id': 'P357170.126.2.0'}]",place,niektest/P357170,P357170.126.2,r 121,sux,~,,ki,N,,place,,ki[place]N,126
646,šu₂,šu,, ,N,,šu₂-a-še₃,"[{'v': 'šu₂', 'id': 'P357170.126.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.126.3.1', 'delim': '-'}, {'v': 'še₃', 'id': 'P357170.126.3.2'}]",totaliy,niektest/P357170,P357170.126.3,r 121,sux,~.ak.eše,,šu.ak.eše,N,,totaliy,,šu[totaliy]N,126
647,mah,mah,, ,V/i,,he₂-em-mah,"[{'v': 'he₂', 'id': 'P357170.126.4.0', 'delim': '-'}, {'v': 'em', 'id': 'P357170.126.4.1', 'delim': '-'}, {'v': 'mah', 'id': 'P357170.126.4.2'}]",great,niektest/P357170,P357170.126.4,r 121,sux,ha.V.m:~,,ha.V.m:mah,V/i,,(to-be)-great,,mah[great]V/i,126
648,sipad,sipad,, ,N,,sipad,"[{'v': 'sipad', 'id': 'P357170.126.5.0'}]",shepherd,niektest/P357170,P357170.126.5,r 121,sux,~,,sipad,N,,shepherd,,sipad[shepherd]N,126
649,šag₄,šag,-ga=g.a, ,N,,šag₄-ga,"[{'v': 'šag₄', 'id': 'P357170.126.6.0', 'break': 'damaged', 'ho': '1', 'delim': '-', 'hc': '1'}, {'v': 'ga', 'id': 'P357170.126.6.1', 'breakStart': '1', 'o': '[', 'break': 'missing'}]",heart,niektest/P357170,P357170.126.6,r 121,sux,"~,ak",,"šag,ak",N,,heart,,šag[heart]N,126
650,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.126.7.0', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.126.6.1'}]",,niektest/P357170,P357170.126.7,r 121,sux,,,,u,,,,x[NA]NA,126
651,nin,nin,, ,N,,nin-ŋu₁₀,"[{'v': 'nin', 'id': 'P357170.127.1.0', 'delim': '-'}, {'v': 'ŋu₁₀', 'id': 'P357170.127.1.1'}]",lady,niektest/P357170,P357170.127.1,r 122,sux,"~,ŋu",,"nin,ŋu",N,,lady,,nin[lady]N,127
652,igi,igi,, ,N,,igi,"[{'v': 'igi', 'id': 'P357170.127.2.0'}]",eye,niektest/P357170,P357170.127.2,r 122,sux,~,,igi,N,,eye,,igi[eye]N,127
653,du₈,du,, ,V/t,,du₈-a,"[{'v': 'du₈', 'id': 'P357170.127.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.127.3.1'}]",spread,niektest/P357170,P357170.127.3,r 122,sux,~;a,,du;a,V/t,,spread,,du[spread]V/t,127
654,bar,bar,, ,V/t,,bar-ra-zu,"[{'v': 'bar', 'id': 'P357170.127.4.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.127.4.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.127.4.2'}]",outside,niektest/P357170,P357170.127.4,r 122,sux,"~;a,zu",,"bar;a,zu",V/t,,to-set-aside,,bar[outside]V/t,127
655,šag₄,šag,, ,N,,šag₄,"[{'v': 'šag₄', 'id': 'P357170.127.5.0'}]",heart,niektest/P357170,P357170.127.5,r 122,sux,~,,šag,N,,heart,,šag[heart]N,127
656,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.127.6.0'}]",hand,niektest/P357170,P357170.127.6,r 122,sux,~,,šu,N,,hand,,šu[hand]N,127
657,niŋin₂,niŋin,, ,V/t,,niŋin₂,"[{'v': 'niŋin₂', 'id': 'P357170.127.7.0'}]",encircle,niektest/P357170,P357170.127.7,r 122,sux,~,,niŋin,V/t,,encircle,,niŋin[encircle]V/t,127
658,sug₄,sug,-ga=g.a,,V/i,,sug₄-ga,"[{'v': 'sug₄', 'id': 'P357170.127.8.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.127.8.1'}]",empty,niektest/P357170,P357170.127.8,r 122,sux,~;a,,sug;a,V/i,,(to-be)-empty,,sug[empty]V/i,127
659,ama,ama,, ,N,,ama,"[{'v': 'ama', 'id': 'P357170.128.1.0'}]",mother,niektest/P357170,P357170.128.1,r 123,sux,~,,ama,N,,mother,,ama[mother]N,128
660,nu-u₈-gig,nugig,, ,N,,nu-u₈-gig,"[{'v': 'nu', 'id': 'P357170.128.2.0', 'delim': '-'}, {'v': 'u₈', 'id': 'P357170.128.2.1', 'delim': '-'}, {'v': 'gig', 'id': 'P357170.128.2.2'}]",priestess,niektest/P357170,P357170.128.2,r 123,sux,~,,nugig,N,,a-divine-epithet,,nugig[priestess]N,128
661,igi,igi,, ,N,,igi,"[{'v': 'igi', 'id': 'P357170.128.3.0'}]",eye,niektest/P357170,P357170.128.3,r 123,sux,~,,igi,N,,eye,,igi[eye]N,128
662,du₈,du,, ,V/t,,du₈-a,"[{'v': 'du₈', 'id': 'P357170.128.4.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.128.4.1'}]",spread,niektest/P357170,P357170.128.4,r 123,sux,~;a,,du;a,V/t,,spread,,du[spread]V/t,128
663,bar,bar,, ,V/t,,bar-ra-zu,"[{'v': 'bar', 'id': 'P357170.128.5.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.128.5.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.128.5.2'}]",outside,niektest/P357170,P357170.128.5,r 123,sux,"~;a,zu",,"bar;a,zu",V/t,,to-set-aside,,bar[outside]V/t,128
664,šag₄,šag,, ,N,,šag₄,"[{'v': 'šag₄', 'id': 'P357170.128.6.0'}]",heart,niektest/P357170,P357170.128.6,r 123,sux,~,,šag,N,,heart,,šag[heart]N,128
665,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.128.7.0'}]",hand,niektest/P357170,P357170.128.7,r 123,sux,~,,šu,N,,hand,,šu[hand]N,128
666,niŋin₂,niŋin,, ,V/t,,niŋin₂,"[{'v': 'niŋin₂', 'id': 'P357170.128.8.0'}]",encircle,niektest/P357170,P357170.128.8,r 123,sux,~,,niŋin,V/t,,encircle,,niŋin[encircle]V/t,128
667,sug₄,sug,-ga=g.a,,V/i,,sug₄-ga,"[{'v': 'sug₄', 'id': 'P357170.128.9.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.128.9.1'}]",empty,niektest/P357170,P357170.128.9,r 123,sux,~;a,,sug;a,V/i,,(to-be)-empty,,sug[empty]V/i,128
668,ki-šuš₂,kišuš,, ,N,,ki-šuš₂-bi-im,"[{'v': 'ki', 'id': 'P357170.129.1.0', 'delim': '-'}, {'v': 'šuš₂', 'id': 'P357170.129.1.1', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.129.1.2', 'delim': '-'}, {'v': 'im', 'id': 'P357170.129.1.3'}]",notation,niektest/P357170,P357170.129.1,r 123a,sux,"~,bi.am",,"kišuš,bi.am",N,,a-musical-notation-a-rubric,,kišuš[notation]N,129
669,za₃-mi₂,zamin,, ,N,,zag-mi₂,"[{'v': 'zag', 'id': 'P357170.129.2.0', 'delim': '-'}, {'v': 'mi₂', 'id': 'P357170.129.2.1'}]",lyre,niektest/P357170,P357170.129.2,r 123a,sux,~,,zamin,N,,praise,,zamin[lyre]N,129
670,dug₃,dug,-ga=g.a, ,V/i,,dug₃-ga,"[{'v': 'dug₃', 'id': 'P357170.129.3.0', 'break': 'damaged', 'ho': '1', 'delim': '-', 'hc': '1'}, {'v': 'ga', 'id': 'P357170.129.3.1'}]",good,niektest/P357170,P357170.129.3,r 123a,sux,~;a,,dug;a,V/i,,good,,dug[good]V/i,129
671,inana-k·am,Inanak,,,DN,,{d}inana-kam,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.129.4.0'}]}, {'v': 'inana', 'id': 'P357170.129.4.1', 'delim': '-'}, {'v': 'kam', 'id': 'P357170.129.4.2'}]",1,niektest/P357170,P357170.129.4,r 123a,sux,"~,am",,"Inanak,am",DN,,1,,Inanak[1]DN,129
